고유번호,순번,주주,관계,지분율
00163512,4,개인,계열회사임원,0.0
00163512,5,개인,계열회사임원,0.0
00163512,6,개인,계열회사임원,0.01
00163512,7,개인,계열회사임원,0.0
00163512,8,개인,계열회사임원,0.0
00163512,9,개인,특수관계인,0.03
00163512,10,개인,특수관계인,0.13
00163512,11,개인,특수관계인,0.03
00163512,12,개인,비영리법인,3.12
00163512,13,개인,발행회사임원,0.0
00163512,14,개인,발행회사임원,0.03
00163512,15,개인,발행회사임원,0.0
00163512,16,개인,임원,0.01
00163512,17,개인,,33.58
00163512,18,개인,,
00983040,0,개인,본인,5.78
00983040,1,개인,친족,0.0
00983040,2,개인,친족,0.0
00983040,3,개인,재단,1.9
00983040,4,개인,재단,0.62
00983040,5,일우재단,재단,0.14
00983040,6,정석물류학술재단,재단,1.01
00983040,7,개인,기타,2.27
00983040,8,개인,기타,0.03
00983040,9,개인,기타,1.09
00983040,10,개인,기타,0.25
00983040,11,개인,본인,0.53
00983040,12,개인,계열회사 임원,0.0
00983040,13,개인,계열회사 임원,0.0
00983040,14,개인,계열회사 임원,0.0
00983040,15,개인,계열회사 임원,0.0
00983040,16,개인,재단 임원,0.0
00983040,17,개인,재단 임원,0.0
00983040,18,한진칼 사내근로복지기금,기타,0.66
00983040,19,개인,친족,0.01
00983040,20,개인,친족,0.0
00983040,21,개인,친족,5.73
00983040,22,개인,친족,0.53
00983040,23,개인,친족,1.98
00983040,24,개인,친족,0.8
00983040,25,개인,친족,0.0
00983040,26,개인,,20.56
00983040,27,개인,,2.78
00160588,0,한화에너지㈜,최대주주,22.15
00160588,1,개인,특수관계인,0.0
00160588,2,개인,특수관계인,5.38
00160588,3,개인,특수관계인,0.0
00160588,4,개인,-,0.0
00160588,5,개인,-,0.0
00160588,6,개인,-,0.0
00160588,7,개인,-,0.0
00160588,8,개인,-,0.0
00160588,9,개인,-,0.0
00160588,10,개인,발행회사 임원,0.01
00160588,11,한화에너지㈜,최대주주,5.97
00160588,12,개인,발행회사 임원,0.0
00160588,13,개인,발행회사 임원,0.0
00160588,14,개인,발행회사 임원,0.0
00160588,15,개인,특수관계인,11.33
00160588,16,개인,특수관계인,7.5
00160588,17,개인,특수관계인,9.76
00160588,18,개인,특수관계인,4.39
00160588,19,개인,재단,1.83
00160588,20,개인,재단,0.0
00160588,21,개인,특수관계인,5.38
00160588,22,개인,,55.84
00160588,23,개인,,17.86
01721809,0,(주)현대지에프홀딩스,최대주주,39.3
01721809,1,개인,특수관계인,3.0
01721809,2,개인,특수관계인,3.0
01721809,3,개인,특수관계인,3.0
01721809,4,개인,특수관계인,1.3
01721809,5,개인,특수관계인,1.3
01721809,6,개인,특수관계인,1.3
01721809,7,개인,,52.2
01721809,8,개인,,
00300548,0,주식회사 현대지에프홀딩스,본 인,41.2
00300548,1,개인,"계열회사 임원
(대표이사)",0.1
00300548,2,개인,"계열회사 임원
(사내이사)",0.05
00300548,3,개인,,41.31
00300548,4,개인,,
00347062,0,(주)현대퓨처넷,최대주주,35.0
00347062,1,개인,,35.0
00347062,2,개인,,
00428251,0,(주)현대지에프홀딩스,최대주주(본인),35.06
00428251,1,개인,대표이사,1.83
00428251,2,(주)현대에이앤아이,계열회사,4.46
00428251,3,개인,,41.34
00428251,4,개인,,0.0
00228536,0,(주)현대지에프홀딩스,본인,45.17
00228536,1,개인,특수관계인,0.57
00228536,2,개인,특수관계인,0.35
00228536,3,개인,,46.09
00228536,4,개인,,
00656951,0,(주)현대지에프홀딩스,계열회사,50.0
00656951,1,개인,,
00656951,2,개인,,
00105280,0,개인,최대주주(본인),39.7
00105280,1,개인,최대주주의 弟,29.1
00105280,2,개인,최대주주의 父,8.3
00105280,3,개인,,77.1
00105280,4,개인,,
00403632,0,(주)현대홈쇼핑,최대주주,78.55
00403632,1,(주)현대백화점,특수관계인,0.0
00403632,2,(주)현대지에프홀딩스,특수관계인,0.0
00403632,3,개인,,78.55
00403632,4,개인,,0.0
00412597,0,(주)현대지에프홀딩스,본인,57.36
00412597,1,(주)현대백화점,관계사,0.0
00412597,2,개인,,57.36
00412597,3,개인,,
00165680,0,삼성생명,최대주주 본인,7.3
00165680,1,삼성생명 (고객계정),최대주주 본인,0.0
00165680,2,개인,특수관계인,5.1
00165680,3,삼성증권,특수관계인,3.1
00165680,4,개인,특수관계인,1.3
00165680,5,개인,특수관계인,0.1
00165680,6,개인,,16.9
00165680,7,개인,,
00117188,0,개인,본인,41.02
00117188,1,개인,친인척,0.11
00117188,2,개인,친인척,0.11
00117188,3,개인,친인척,0.0
00117188,4,개인,친인척,0.0
00117188,5,개인,재단,1.43
00117188,6,개인,친인척,13.61
00117188,7,개인,친인척,0.5
00117188,8,개인,친인척,0.01
00117188,9,개인,임원,0.01
00117188,10,개인,친인척,0.13
00117188,11,개인,친인척,0.13
00117188,12,개인,친인척,0.11
00117188,13,개인,친인척,0.11
00117188,14,개인,,57.3
00117188,15,개인,,
00104768,0,LS전선㈜,최대주주,81.62
00104768,1,개인,임원,0.01
00104768,2,개인,,81.63
00104768,3,개인,,
00587457,0,개인,최대주주 본인,32.99
00587457,1,개인,최대주주의 특수관계인,0.9
00587457,2,(주)갤럭시아에스엠,계열사,12.35
00587457,3,트리니티에셋매니지먼트(주),계열사,8.41
00587457,4,개인,,54.65
00587457,5,개인,,
00101257,0,동아건설산업㈜,최대주주,65.88
00101257,1,대한상선㈜,특수관계인,28.24
00101257,2,개인,,94.12
00101257,3,개인,,
00102858,0,(유)와이피씨,본인,25.21
00102858,1,㈜영풍,계열회사,0.0
00102858,2,㈜테라닉스,계열회사,0.5
00102858,3,㈜코리아써키트,계열회사,0.6
00102858,4,씨케이(유),계열회사,0.44
00102858,5,에이치씨(유),계열회사,1.04
00102858,6,시그네틱스㈜,계열회사,0.06
00102858,7,영풍전자㈜,계열회사,0.05
00102858,8,개인,계열회사 임원,3.46
00102858,9,개인,기타,0.61
00102858,10,개인,계열회사 임원,0.05
00102858,11,개인,계열회사 임원,0.02
00102858,12,개인,기타,0.05
00102858,13,개인,기타,0.07
00102858,14,개인,기타,0.37
00102858,15,개인,기타,0.35
00102858,16,개인,,32.88
00102858,17,개인,,
00113359,0,교보생명보험(주),최대주주,84.72
00113359,1,개인,"계열사임원
(대표이사)",0.02
00113359,2,개인,,84.74
00113359,3,개인,,
00104573,0,(주)삼라마이다스,본인,89.14
00104573,1,개인,,89.14
00104573,2,개인,,0.0
00106368,0,개인,친인척,7.84
00106368,1,개인,본인,9.98
00106368,2,개인,친인척,0.0
00106368,3,개인,친인척,0.06
00106368,4,개인,친인척,0.5
00106368,5,개인,친인척,0.51
00106368,6,개인,친인척,0.57
00106368,7,개인,"발행회사 임원
친인척",8.39
00106368,8,개인,친인척,1.24
00106368,9,개인,발행회사 임원,0.03
00106368,10,개인,계열사임원,0.01
00106368,11,개인,계열사임원,0.0
00106368,12,개인,계열사임원,0.01
00106368,13,개인,계열사임원,0.01
00106368,14,개인,계열사임원,0.01
00106368,15,개인,,29.16
00106368,16,개인,,
00106641,0,개인,최대주주,35.17
00106641,1,개인,임원,1.81
00106641,2,개인,계열회사 임원,0.0
00106641,3,개인,계열회사 임원,0.0
00106641,4,개인,계열회사 임원,0.01
00106641,5,개인,,36.99
00106641,6,개인,,
00107987,0,농협경제지주,"최대주주
(계열회사)",56.0
00107987,1,개인,,56.0
00107987,2,개인,,
00266961,0,국민연금공단,본인,0.0
00266961,1,국민연금기금,특수관계인,9.25
00266961,2,개인,,9.25
00266961,3,개인,,
00904672,0,개인,최대주주,24.12
00904672,1,개인,계열회사 임원,0.0
00904672,2,개인,계열회사 임원,0.0
00904672,3,개인,계열회사 임원,0.0
00904672,4,개인,계열회사 임원,0.0
00904672,5,개인,계열회사 임원,0.0
00904672,6,개인,계열회사 임원,0.02
00904672,7,개인,계열회사 임원,0.0
00904672,8,개인,계열회사 임원,0.0
00904672,9,개인,계열회사 임원,0.01
00904672,10,개인,계열회사 임원,0.0
00904672,11,개인,계열회사 임원,0.0
00904672,12,개인,계열회사 임원,0.0
00904672,13,개인,,24.16
00904672,14,개인,,
00176835,0,농협경제지주(주),최대주주 본인,57.91
00176835,1,개인,계열회사 임원,0.04
00176835,2,개인,계열회사 임원,0.04
00176835,3,개인,,57.99
00176835,4,개인,,
00110893,0,개인,본인,9.48
00110893,1,개인,특수관계인,0.01
00110893,2,개인,특수관계인,0.07
00110893,3,개인,특수관계인,0.0
00110893,4,개인,특수관계인,0.25
00110893,5,개인,특수관계인,0.13
00110893,6,대신송촌문화재단,특수관계인,1.34
00110893,7,대신송촌문화재단,특수관계인,3.85
00110893,8,개인,본인,0.0
00110893,9,개인,특수관계인,2.55
00110893,10,개인,특수관계인,1.29
00110893,11,개인,특수관계인,0.67
00110893,12,개인,특수관계인,0.08
00110893,13,개인,특수관계인,0.08
00110893,14,개인,특수관계인,0.05
00110893,15,개인,특수관계인,0.0
00110893,16,개인,,15.99
00110893,17,개인,,3.86
00111847,0,(주)현대지에프홀딩스,본인,32.77
00111847,1,개인,"특수
관계인",0.07
00111847,2,개인,"특수
관계인",0.07
00111847,3,개인,"특수
관계인",0.01
00111847,4,개인,"특수
관계인",0.02
00111847,5,개인,"특수
관계인",0.02
00111847,6,(주)현대홈쇼핑,"특수
관계인",0.0
00111847,7,(주)현대백화점,"특수
관계인",0.0
00111847,8,개인,"특수
관계인",3.4
00111847,9,개인,"특수
관계인",3.53
00111847,10,개인,"특수
관계인",0.06
00111847,11,개인,"특수
관계인",0.08
00111847,12,개인,"특수
관계인",0.3
00111847,13,개인,"특수
관계인",0.3
00111847,14,개인,,40.63
00111847,15,개인,,
00113207,0,주식회사 호반산업,최대주주,41.95
00113207,1,개인,특수관계인,0.01
00113207,2,개인,계열회사 임원,0.01
00113207,3,개인,,41.97
00113207,4,개인,,
00113535,0,에스엠상선㈜,"최대주주
본인",23.58
00113535,1,㈜우방,계열회사,21.38
00113535,2,"에스엠
하이플러스㈜",계열회사,3.85
00113535,3,개인,,48.81
00113535,4,개인,,
00113544,0,개인,본인,20.04
00113544,1,"학교법인
일주세화학원",비영리법인,5.0
00113544,2,(주)티알엔,계열회사,33.53
00113544,3,개인,친인척,3.15
00113544,4,개인,,61.72
00113544,5,개인,,
01765256,0,동국홀딩스(주),최대주주,33.6
01765256,1,개인,최대주주의 특수관계인,0.02
01765256,2,개인,최대주주의 특수관계인,0.0
01765256,3,개인,발행회사 임원,0.0
01765256,4,개인,계열회사 임원,0.0
01765256,5,개인,계열회사 임원,0.02
01765256,6,개인,계열회사 임원,0.0
01765256,7,개인,계열회사 임원,0.0
01765256,8,개인,계열회사 임원,0.0
01765256,9,개인,,33.63
01765256,10,개인,,
01765265,0,동국홀딩스(주),최대주주,33.6
01765265,1,개인,계열회사 임원,0.0
01765265,2,개인,최대주주의 특수관계인,0.06
01765265,3,개인,최대주주의 특수관계인,0.02
01765265,4,개인,최대주주의 특수관계인,0.0
01765265,5,개인,발행회사 임원,0.02
01765265,6,개인,발행회사 임원,0.0
01765265,7,개인,발행회사 임원,0.0
01765265,8,개인,계열회사 임원,0.0
01765265,9,개인,계열회사 임원,0.0
01765265,10,개인,,33.7
01765265,11,개인,,
00114792,0,개인,최대주주 본인,32.54
00114792,1,개인,최대주주 제의 자,1.26
00114792,2,개인,최대주주의 매제,0.01
00114792,3,개인,최대주주 매의 자,0.0
00114792,4,개인,계열회사 임원,0.01
00114792,5,개인,계열회사 임원,0.0
00114792,6,개인,계열회사 임원,0.0
00114792,7,개인,계열회사 임원,0.0
00114792,8,개인,계열회사 임원,0.0
00114792,9,개인,계열회사 임원,0.03
00114792,10,개인,최대주주의 제,20.94
00114792,11,개인,최대주주의 매,1.42
00114792,12,개인,최대주주의 매,0.82
00114792,13,개인,최대주주의 자,2.5
00114792,14,개인,최대주주의 모,0.21
00114792,15,개인,최대주주의 처,0.87
00114792,16,개인,최대주주의 자,1.14
00114792,17,개인,최대주주 제의 자,1.26
00114792,18,개인,,63.02
00114792,19,개인,,
00116268,0,(주)브랜드리팩터링,최대주주,11.89
00116268,1,개인,,11.89
00116268,2,개인,,
00118026,0,개인,본인,53.74
00118026,1,개인,친인척,0.02
00118026,2,개인,친인척,0.02
00118026,3,개인,친인척,0.02
00118026,4,개인,임원,0.01
00118026,5,개인,친인척,0.0
00118026,6,개인,친인척,0.0
00118026,7,동원산업(주),특수관계인,0.02
00118026,8,개인,부,13.51
00118026,9,(재)동원육영재단,특수관계인,9.7
00118026,10,개인,친인척,0.62
00118026,11,개인,친인척,0.49
00118026,12,개인,친인척,0.28
00118026,13,개인,친인척,0.19
00118026,14,개인,친인척,0.19
00118026,15,개인,친인척,0.15
00118026,16,개인,,78.96
00118026,17,개인,,
00132637,0,동원산업(주),최대주주,71.04
00132637,1,동원산업(주),최대주주,30.91
00132637,2,개인,특수관계인,0.02
00132637,3,개인,특수관계인,2.04
00132637,4,개인,특수관계인,3.21
00132637,5,STARKIST CO.,해외계열사,12.31
00132637,6,개인,,83.37
00132637,7,개인,,36.0
00102760,0,더제니스홀딩스,본인,52.53
00102760,1,더제니스홀딩스,본인,1.12
00102760,2,개인,대주주,43.36
00102760,3,개인,대주주,2.99
00102760,4,개인,,95.89
00102760,5,개인,,4.11
01105153,0,(주)두산,본인,68.11
01105153,1,개인,특수관계인,0.0
01105153,2,개인,,68.11
01105153,3,개인,,
01032486,0,두산에너빌리티㈜,최대주주 본인,48.17
01032486,1,개인,특수관계인,0.0
01032486,2,개인,특수관계인,0.0
01032486,3,개인,계열회사 임원,0.02
01032486,4,개인,계열회사 임원,0.01
01032486,5,개인,,48.2
01032486,6,개인,,
00159616,0,㈜두산,본인,30.39
00159616,1,개인,특수관계인,0.03
00159616,2,개인,특수관계인,0.02
00159616,3,개인,특수관계인,0.0
00159616,4,개인,특수관계인,0.0
00159616,5,개인,특수관계인,0.0
00159616,6,개인,특수관계인,0.0
00159616,7,개인,특수관계인,0.0
00159616,8,개인,특수관계인,0.0
00159616,9,개인,특수관계인,0.0
00159616,10,개인,특수관계인,0.0
00159616,11,연강재단,특수관계인,0.0
00159616,12,개인,특수관계인,0.0
00159616,13,개인,특수관계인,0.0
00159616,14,개인,특수관계인,0.0
00159616,15,개인,특수관계인,0.0
00159616,16,개인,특수관계인,0.0
00159616,17,개인,특수관계인,0.0
00159616,18,개인,특수관계인,0.0
00159616,19,개인,특수관계인,0.0
00159616,20,개인,등기 임원,0.0
00159616,21,개인,등기 임원,0.0
00159616,22,개인,특수관계인,0.0
00159616,23,개인,특수관계인,0.0
00159616,24,개인,특수관계인,0.07
00159616,25,개인,특수관계인,0.05
00159616,26,개인,특수관계인,0.04
00159616,27,개인,특수관계인,0.03
00159616,28,개인,특수관계인,0.02
00159616,29,개인,,30.68
00159616,30,개인,,
01412725,0,두산에너빌리티㈜,최대주주,34.78
01412725,1,개인,특수관계인,0.07
01412725,2,개인,특수관계인,0.07
01412725,3,개인,특수관계인,0.08
01412725,4,개인,특수관계인,0.1
01412725,5,개인,특수관계인,0.03
01412725,6,개인,특수관계인,0.03
01412725,7,개인,특수관계인,0.03
01412725,8,개인,특수관계인,0.03
01412725,9,개인,특수관계인,0.03
01412725,10,개인,특수관계인,0.03
01412725,11,두산에너빌리티㈜,최대주주,12.47
01412725,12,개인,특수관계인,0.01
01412725,13,개인,특수관계인,0.01
01412725,14,개인,특수관계인,0.01
01412725,15,개인,특수관계인,0.01
01412725,16,개인,특수관계인,0.01
01412725,17,개인,특수관계인,0.01
01412725,18,개인,특수관계인,0.01
01412725,19,개인,특수관계인,0.01
01412725,20,개인,특수관계인,0.04
01412725,21,개인,특수관계인,0.03
01412725,22,개인,특수관계인,0.41
01412725,23,개인,특수관계인,0.03
01412725,24,개인,특수관계인,2.48
01412725,25,개인,특수관계인,1.65
01412725,26,개인,특수관계인,1.49
01412725,27,개인,특수관계인,1.32
01412725,28,개인,특수관계인,0.99
01412725,29,두산연강재단,특수관계인,2.61
01412725,30,두산연강재단,특수관계인,7.4
01412725,31,개인,계열회사 임원,0.01
01412725,32,개인,계열회사 임원,0.0
01412725,33,개인,특수관계인,0.21
01412725,34,개인,특수관계인,1.07
01412725,35,개인,특수관계인,0.1
01412725,36,개인,특수관계인,1.95
01412725,37,개인,특수관계인,0.11
01412725,38,개인,특수관계인,0.1
01412725,39,개인,,37.85
01412725,40,개인,,31.99
00159102,0,개인,본인,9.19
00159102,1,개인,임원,0.15
00159102,2,개인,계열사임원,0.0
00159102,3,개인,계열사임원,0.0
00159102,4,DB Inc.,계열사,0.86
00159102,5,개인,계열사,0.5
00159102,6,개인,계열사임원,0.0
00159102,7,디비손해보험사내근로복지기금,기타,0.86
00159102,8,개인,친인척,6.07
00159102,9,개인,친인척,3.21
00159102,10,DB김준기문화재단,기타 단체,5.1
00159102,11,개인,계열사 임원,0.0
00159102,12,개인,계열사 임원,0.0
00159102,13,개인,계열사 임원,0.0
00159102,14,개인,임원,0.0
